scenario_id,outer_id,repeat,fold,inner_cv,scoring,refit,tuning_engine,candidate_count,best_inner_r2,elapsed_seconds,max_depth,max_features,min_samples_leaf,min_samples_split,n_estimators
A_BMP_VS_all_features,44,9,4,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.3984843281691132,29.751544952392578,10,0.7,4,2,150
A_BMP_VS_all_features,45,9,5,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.3447929446154488,30.68484139442444,7,sqrt,1,2,50
A_BMP_VS_all_features,46,10,1,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.3428061169305675,30.02024793624878,10,0.7,2,5,150
A_BMP_VS_all_features,47,10,2,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.36897678974627934,30.737277269363403,5,0.7,4,10,100
A_BMP_VS_all_features,48,10,3,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.35452431243364274,30.646083116531372,7,0.7,1,2,50
A_BMP_VS_all_features,49,10,4,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.4293497142101261,29.9403235912323,7,0.7,1,2,150
A_BMP_VS_all_features,50,10,5,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.36348295140671516,29.31378197669983,10,sqrt,1,5,50
B_BMP_DM_no_DM_VS,1,1,1,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.3695923660345465,29.346233129501343,10,sqrt,1,5,150
B_BMP_DM_no_DM_VS,2,1,2,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.4376230971416713,29.308825492858887,7,sqrt,1,10,50
B_BMP_DM_no_DM_VS,3,1,3,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.43780954273848643,29.30770230293274,7,sqrt,2,2,100
B_BMP_DM_no_DM_VS,4,1,4,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.4499614695184052,28.54853129386902,7,sqrt,1,10,50
B_BMP_DM_no_DM_VS,5,1,5,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.35199317090707394,29.34684419631958,5,sqrt,2,10,150
B_BMP_DM_no_DM_VS,6,2,1,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.3439148613232888,32.78832292556763,5,sqrt,2,2,150
B_BMP_DM_no_DM_VS,7,2,2,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.34153586569278155,29.382973432540894,5,sqrt,1,2,150
B_BMP_DM_no_DM_VS,8,2,3,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.43496055134055833,29.43112349510193,5,0.7,1,2,150
B_BMP_DM_no_DM_VS,9,2,4,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.5275619828448205,29.07753300666809,5,0.7,1,2,50
B_BMP_DM_no_DM_VS,10,2,5,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.42166434074900616,30.894644737243652,5,0.7,2,10,100
B_BMP_DM_no_DM_VS,11,3,1,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.36898485034615824,29.314057111740112,5,0.7,2,5,150
B_BMP_DM_no_DM_VS,12,3,2,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.39837763779211305,29.26223850250244,5,sqrt,2,2,100
B_BMP_DM_no_DM_VS,13,3,3,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.4576323694635507,29.768090963363647,5,sqrt,1,2,100
B_BMP_DM_no_DM_VS,14,3,4,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.4502356368547554,29.513511896133423,10,sqrt,1,10,100
B_BMP_DM_no_DM_VS,15,3,5,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.4244356720773882,30.03482699394226,5,sqrt,2,10,150
B_BMP_DM_no_DM_VS,16,4,1,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.32446837792750705,29.690233945846558,5,sqrt,4,2,150
B_BMP_DM_no_DM_VS,17,4,2,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.3689013450356576,29.405131816864014,5,sqrt,2,10,100
B_BMP_DM_no_DM_VS,18,4,3,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.4228218827128215,29.4971866607666,5,sqrt,1,5,150
B_BMP_DM_no_DM_VS,19,4,4,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.5312323784373161,31.678901195526123,10,0.7,1,2,150
B_BMP_DM_no_DM_VS,20,4,5,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.4279187030877922,31.102586030960083,5,0.7,4,10,100
B_BMP_DM_no_DM_VS,21,5,1,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.4721028298430802,29.91975212097168,5,sqrt,1,10,50
B_BMP_DM_no_DM_VS,22,5,2,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.40845482177708076,29.452654361724854,5,0.7,1,10,50
B_BMP_DM_no_DM_VS,23,5,3,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.35751958051909377,28.789714813232422,5,sqrt,1,10,50
B_BMP_DM_no_DM_VS,24,5,4,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.38737926925503763,29.512333869934082,5,0.7,2,10,150
B_BMP_DM_no_DM_VS,25,5,5,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.513375250566128,29.310644149780273,7,sqrt,2,2,50
B_BMP_DM_no_DM_VS,26,6,1,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.4191520059698606,29.083698272705078,5,0.7,1,5,50
B_BMP_DM_no_DM_VS,27,6,2,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.3792238553687623,29.578909397125244,5,sqrt,2,2,100
B_BMP_DM_no_DM_VS,28,6,3,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.4319808180862109,30.222665786743164,7,sqrt,1,2,100
B_BMP_DM_no_DM_VS,29,6,4,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.3583892735156864,29.704588174819946,5,sqrt,2,2,100
B_BMP_DM_no_DM_VS,30,6,5,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.4350461543669154,30.090006589889526,5,0.7,2,5,100
B_BMP_DM_no_DM_VS,31,7,1,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.3999130366936322,29.281288146972656,5,sqrt,4,10,100
B_BMP_DM_no_DM_VS,32,7,2,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.3101942215163776,28.872625827789307,5,sqrt,1,10,50
B_BMP_DM_no_DM_VS,33,7,3,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.5650713659953329,29.342618942260742,,sqrt,1,5,100
B_BMP_DM_no_DM_VS,34,7,4,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.4510331727989782,29.14858078956604,5,sqrt,2,2,100
B_BMP_DM_no_DM_VS,35,7,5,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.4178341329645723,28.669179439544678,7,sqrt,1,5,100
B_BMP_DM_no_DM_VS,36,8,1,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.4757784889087178,28.854772806167603,7,sqrt,1,10,150
B_BMP_DM_no_DM_VS,37,8,2,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.4480664002159217,29.193102598190308,10,0.7,1,2,50
B_BMP_DM_no_DM_VS,38,8,3,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.4098053159761392,29.919188261032104,5,sqrt,1,2,150
