scenario_id,model,BMP_range,range_min_observed,range_max_observed,n,R2,RMSE,MAE,MAPE_pct,nRMSE_mean_pct,nRMSE_range_pct,RPD,bias_pred_minus_obs,median_abs_error
D1_BMP_DM_no_DM,RF_fixed_selected_params,mid_observed_BMP,230.244,281.882,43.0,-2.219273589916997,25.59197899597698,19.56826204651164,7.667020393690463,9.828774922293332,49.56036057937367,0.5639370643449612,7.3875325581395535,13.698352000000057
D1_BMP_DM_no_DM,RF_nested_gridsearch,high_observed_BMP,281.952,410.468,42.0,-1.157386621689302,51.09501946684166,39.50678101460394,11.637119329979205,15.864039554759335,39.75771068726202,0.6890785421059291,-37.122747273224284,29.72813601342554
D1_BMP_DM_no_DM,RF_nested_gridsearch,low_observed_BMP,29.026000000000003,228.0,42.0,-0.9184049832984138,54.688233784647956,42.005304412248634,35.69172427890442,31.06837973521695,27.485115535018622,0.7307394767789587,34.61565316504409,35.33774779010612
D1_BMP_DM_no_DM,RF_nested_gridsearch,mid_observed_BMP,230.244,281.882,43.0,-2.0445134945932435,24.887649333591522,19.045138990645295,7.463655371026369,9.558272288488821,48.19638509158279,0.5798966914199306,6.871994134082002,12.677910765912031
D1_BMP_DM_no_DM,Ridge_alpha_1,high_observed_BMP,281.952,410.468,42.0,-1.4142309753330333,54.05103160296512,42.70167740278042,12.71226437061289,16.781825553103914,42.05782284148675,0.65139333106001,-36.83403501222864,33.784873390005004
D1_BMP_DM_no_DM,Ridge_alpha_1,low_observed_BMP,29.026000000000003,228.0,42.0,-1.150328750718756,57.89968239886593,49.19751746391555,33.055625700089685,32.892803347790604,29.09911968340885,0.6902084724136892,31.385616239354412,42.74241462031932
D1_BMP_DM_no_DM,Ridge_alpha_1,mid_observed_BMP,230.244,281.882,43.0,-3.524856361297786,30.340820835172284,23.686449271208417,9.177200512675517,11.652600175758781,58.75676988878787,0.47567155760791774,3.8664190002793513,20.74989266602978
D2_BMP_DM_no_VS,ExtraTrees_fixed,high_observed_BMP,281.952,410.468,42.0,-1.137455876338314,50.85845436977946,38.042481523809506,11.172284825335137,15.790590555302437,39.57363625523628,0.692283750251099,-34.33975161904759,31.982459999999975
D2_BMP_DM_no_VS,ExtraTrees_fixed,low_observed_BMP,29.026000000000003,228.0,42.0,-0.8869404809075221,54.23789817735482,42.23355819047619,34.47869464559914,30.81254412511538,27.258786664265095,0.736806784272554,33.64344309523809,34.94965100000002
D2_BMP_DM_no_VS,ExtraTrees_fixed,mid_observed_BMP,230.244,281.882,43.0,-2.428631502253406,26.4110296527474,19.866595651162797,7.767899540300725,10.143336940205995,51.14649996658932,0.5464484230840221,6.689918674418645,15.262820999999974
D2_BMP_DM_no_VS,GradientBoosting_fixed,high_observed_BMP,281.952,410.468,42.0,-0.8237705098277357,46.97855699847361,36.057236475478646,10.688103126932576,14.585955622014144,36.554636775556034,0.7494585566821323,-31.326468053489563,28.8774658973893
D2_BMP_DM_no_VS,GradientBoosting_fixed,low_observed_BMP,29.026000000000003,228.0,42.0,-0.6979528111529718,51.450139758727055,39.89589774208336,34.180690925031655,29.228818867118683,25.857719982875683,0.7767296945968054,28.273518987901102,34.90005925942644
D2_BMP_DM_no_VS,GradientBoosting_fixed,mid_observed_BMP,230.244,281.882,43.0,-2.6953353784836,27.419015508483163,21.410653588219017,8.372771057283765,10.53046081610631,53.098523390687404,0.5263597265665491,6.462388247084526,13.945246185764688
D2_BMP_DM_no_VS,LinearRegression,high_observed_BMP,281.952,410.468,42.0,-1.3932097866940882,53.81520058958972,42.476895153774066,12.638748194428587,16.708604472782103,41.874319609690396,0.6542478916244385,-36.64314714743475,32.94905152790322
D2_BMP_DM_no_VS,LinearRegression,low_observed_BMP,29.026000000000003,228.0,42.0,-1.1503168540011854,57.89952223332812,49.203441452119414,32.26156283270306,32.89271235776579,29.099039187696945,0.6902103817146112,30.923871709146812,42.40991622335747
