comparison_method,model,outer_id,repeat,fold,n,R2,RMSE,MAE,MAPE_pct,nRMSE_mean_pct,nRMSE_range_pct,RPD,bias_pred_minus_obs,median_abs_error
two_stage_BMPVS_OOF_times_measured_VS_DM,Ridge_alpha_1,3,1,3,25,0.6627474064371789,34.716020091888865,29.0277722572922,13.567537959080092,14.487224530437787,15.03769388022562,1.7574652007123543,2.2379857957168703,22.912425823911633
direct_BMPDM_all_features,Ridge_alpha_1,3,1,3,25,0.6257195706902778,36.572179395414594,30.143280364064367,14.33890585884965,15.26181207023245,15.841713330769554,1.6682680175842972,3.6944223964032585,22.155709831955562
two_stage_BMPVS_OOF_times_measured_VS_DM,RF_fixed_selected_params,3,1,3,25,0.7441223342158121,30.23907290554946,22.489319999999985,11.040531101866279,12.618964893309498,13.098446203564698,2.0176609715944256,3.322238400000042,18.590699999999913
direct_BMPDM_all_features,RF_fixed_selected_params,3,1,3,25,0.7403847158467451,30.459124099110667,23.300916799999985,11.079731371109146,12.710793710117244,13.193764229017876,2.0030844294865,4.753984000000003,15.81196
two_stage_BMPVS_OOF_times_measured_VS_DM,GradientBoosting_fixed,3,1,3,25,0.7127466615285838,32.039433187299615,24.48136101353565,11.26868463441394,13.370267132689486,13.878295584899774,1.9042845378085758,0.19381103859389326,20.862379041083244
direct_BMPDM_all_features,GradientBoosting_fixed,3,1,3,25,0.6763738865759965,34.007449416758874,28.184827766423936,13.499380879381228,14.191533306641935,14.730767312119413,1.7940833042497675,1.420710541140029,22.325800721692218
two_stage_BMPVS_OOF_times_measured_VS_DM,ExtraTrees_fixed,3,1,3,25,0.7179107850860196,31.750131109507134,24.751266800000035,11.694332758156353,13.249539464396626,13.75298064173401,1.9216360716210188,3.3655404000000018,17.868089999999995
direct_BMPDM_all_features,ExtraTrees_fixed,3,1,3,25,0.7025293778387076,32.60425813155307,26.316048799999994,12.473054508708596,13.60597231335631,14.122956827320918,1.8712953680022697,6.579013600000085,24.40229000000022
two_stage_BMPVS_OOF_times_measured_VS_DM,RF_nested_gridsearch,4,1,4,25,0.43163623306772736,56.05672652282828,43.06591021946534,18.376308744129084,21.193985412283112,20.798108739288043,1.3537896562273175,5.797711905174293,33.07454498917761
direct_BMPDM_all_features,RF_nested_gridsearch,4,1,4,25,0.3726591227211562,58.89336029244532,44.29677706101546,19.006884063585197,22.26646285544545,21.850553668800764,1.288583571250277,6.2420605524195025,30.98803329523065
two_stage_BMPVS_OOF_times_measured_VS_DM,Mean_baseline,4,1,4,25,0.1117299424107262,70.07886391530356,53.84443647058823,22.124478105677976,26.495489688030045,26.00058766261893,1.0829087728974456,-8.037856078431322,34.420098039215645
direct_BMPDM_all_features,Mean_baseline,4,1,4,25,-0.03776982625173542,75.74693437731102,60.467941960784316,24.56280373573033,28.638479657996598,28.10354930742298,1.001875747875811,-14.450638431372568,50.62107843137255
two_stage_BMPVS_OOF_times_measured_VS_DM,LinearRegression,4,1,4,25,0.22747034426901713,65.35399209239307,50.325351193485595,21.937131365344484,24.709105239610775,24.247570602087006,1.1611994018862943,8.067151450805602,31.42298490428692
direct_BMPDM_all_features,LinearRegression,4,1,4,25,0.24500858901365985,64.60788834349144,49.992251660325365,21.666766521263646,24.427017558949803,23.970751960275532,1.1746091456371437,6.965637097214764,28.857217232099686
two_stage_BMPVS_OOF_times_measured_VS_DM,Ridge_alpha_1,4,1,4,25,0.26249655012583883,63.8552440837402,49.76336401492608,21.478999491815998,24.142457035150574,23.691506664888323,1.1884539416848376,7.066183405641835,27.913472898142516
direct_BMPDM_all_features,Ridge_alpha_1,4,1,4,25,0.2626385317421185,63.849097192387845,49.74636601962762,21.4268236922752,24.140133012080838,23.689226051611648,1.1885683567287153,6.322328375557091,28.91851796048661
two_stage_BMPVS_OOF_times_measured_VS_DM,RF_fixed_selected_params,4,1,4,25,0.43720501136222045,55.78143109004805,42.26412400000003,17.93406134474386,21.08990142899814,20.695968912338625,1.3604709496617375,5.497347999999971,29.776800000000094
direct_BMPDM_all_features,RF_fixed_selected_params,4,1,4,25,0.36781423226893706,59.12033665330305,43.91212399999999,18.786155098484578,22.352278313809627,21.93476620362376,1.283636407106429,5.913504800000016,29.477520000000027
two_stage_BMPVS_OOF_times_measured_VS_DM,GradientBoosting_fixed,4,1,4,25,0.4399429659334072,55.6455794639127,43.876437771003495,19.10025845594237,21.038538505025492,20.64556538241396,1.3637923669711092,10.211632238758655,34.194386344129384
direct_BMPDM_all_features,GradientBoosting_fixed,4,1,4,25,0.3975958280971673,57.710990292078,44.31933299587798,19.1608938044123,21.819431177106168,21.41187197325621,1.3149837863549145,8.892240663600901,29.423463372383054
two_stage_BMPVS_OOF_times_measured_VS_DM,ExtraTrees_fixed,4,1,4,25,0.3709227776787509,58.97480607236068,44.12780319999998,19.394104441830155,22.29725596054614,21.880771597889893,1.2868040029746675,10.852517599999919,33.11999999999978
direct_BMPDM_all_features,ExtraTrees_fixed,4,1,4,25,0.25688978221875314,64.09750983537647,47.14152079999999,20.674222359040133,24.2340531222675,23.78139185367623,1.183962009186885,9.522108800000034,35.164980000000014
two_stage_BMPVS_OOF_times_measured_VS_DM,RF_nested_gridsearch,5,1,5,25,0.6916194882490807,32.02590508679093,26.538934199386304,11.613817177637953,12.639973173936006,13.864988521625277,1.8378959513868423,-0.7345850273014992,26.397030531512655
direct_BMPDM_all_features,RF_nested_gridsearch,5,1,5,25,0.7339749178539368,29.745360915341028,23.17140944386691,9.90827368032379,11.739888786906702,12.877671576966815,1.9788054166172655,2.626348804131735,16.69312233076232
two_stage_BMPVS_OOF_times_measured_VS_DM,Mean_baseline,5,1,5,25,0.5353248136356872,39.31268356907689,29.304701960784303,12.38781265763139,15.515916392118376,17.01965658620376,1.4972338684304791,-4.092957647058789,21.84007843137249
direct_BMPDM_all_features,Mean_baseline,5,1,5,25,-0.00010851606958639515,57.67419115282511,45.17586509803921,21.297485576082494,22.762829872397347,24.968911765674296,1.02056535379134,-0.6007654901960506,31.34572549019606
two_stage_BMPVS_OOF_times_measured_VS_DM,LinearRegression,5,1,5,25,0.568635398270605,37.87740360165367,29.19275864338868,13.273989856666127,14.949440589603121,16.39828022791781,1.553968215919176,3.068538714294813,25.21579267374881
direct_BMPDM_all_features,LinearRegression,5,1,5,25,0.49087542131885387,41.15001346624975,30.93472138268894,14.593695779447177,16.241073122240397,17.815092589205207,1.4303830385569158,0.21056592196234988,26.612942608552885
two_stage_BMPVS_OOF_times_measured_VS_DM,Ridge_alpha_1,5,1,5,25,0.5452869976948016,38.88898750706348,29.40918809747409,13.464215079802223,15.348692176495485,16.83622567236843,1.5135462523374108,2.25813468159354,22.56536502352037
direct_BMPDM_all_features,Ridge_alpha_1,5,1,5,25,0.4967387084061843,40.912377104500926,30.811199843038704,14.507201347915554,16.147282884946033,17.712212579443136,1.4386913072336949,0.17672627019530182,26.639218605387214
two_stage_BMPVS_OOF_times_measured_VS_DM,RF_fixed_selected_params,5,1,5,25,0.7197335486338914,30.531174198908246,25.33114640000001,11.0340715436657,12.050033302638404,13.217874051409728,1.927874798232198,-0.9030519999999723,25.790759999999963
direct_BMPDM_all_features,RF_fixed_selected_params,5,1,5,25,0.7537114320702814,28.620688474900962,22.529928800000004,9.165716624905238,11.296003456012778,12.39076666561362,2.0565641301791224,2.9336071999999866,18.18465999999995
two_stage_BMPVS_OOF_times_measured_VS_DM,GradientBoosting_fixed,5,1,5,25,0.6732273821089283,32.96710250997981,26.646602270716368,11.946365862886163,13.011444648301673,14.272461516806278,1.785424766422652,0.742211830057276,24.479867301912975
direct_BMPDM_all_features,GradientBoosting_fixed,5,1,5,25,0.6367231646964617,34.75976267367085,28.207224583904978,12.683833715056183,13.718971143419658,15.048558633355928,1.6933453157059863,2.1307192687933125,25.025108817968714
two_stage_BMPVS_OOF_times_measured_VS_DM,ExtraTrees_fixed,5,1,5,25,0.6406670102679577,34.57056641720702,26.661700000000017,11.682180589790152,13.644299230172209,14.96664981869178,1.7026125805452652,-0.17161919999998929,24.88068000000021
direct_BMPDM_all_features,ExtraTrees_fixed,5,1,5,25,0.6541703922478379,33.91478247203343,25.435317999999985,10.684924984797531,13.385474648870652,14.682741000256916,1.7355346845302422,1.2809067999999797,26.20440000000002
two_stage_BMPVS_OOF_times_measured_VS_DM,RF_nested_gridsearch,6,2,1,26,0.713205033437172,32.33042755749208,27.18798395976261,11.022401878311715,12.839432787620526,13.7381031034581,1.9042804428799252,-8.654339183305373,25.95375653223674
direct_BMPDM_all_features,RF_nested_gridsearch,6,2,1,26,0.7090723273102559,32.562534588596975,26.93732852463848,11.027679248506006,12.931609812502304,13.836731874101055,1.8907066567612376,-7.6562584940554625,21.631967249224004
two_stage_BMPVS_OOF_times_measured_VS_DM,Mean_baseline,6,2,1,26,0.37182870050134387,47.848103694866076,38.03531378522467,16.294467420361443,19.00199155463893,20.331997796691546,1.2867009589407026,-4.594823305407497,28.644475247524767
direct_BMPDM_all_features,Mean_baseline,6,2,1,26,-0.000507704510871898,60.38595016089403,50.971807692307685,22.87213052391481,23.98116594742444,25.659679502704257,1.0195451217317872,1.3602890327494788,39.170999999999964
two_stage_BMPVS_OOF_times_measured_VS_DM,LinearRegression,6,2,1,26,0.5586835652264219,40.10520458252595,35.540675242825,14.946206935766934,15.927042033559063,17.041823358514264,1.53511748783107,-0.846694393435267,35.57133028640749
direct_BMPDM_all_features,LinearRegression,6,2,1,26,0.5701406006620712,39.58119476477126,35.01774709914645,14.765802906747261,15.718941202750361,16.819156927928507,1.5554406902965587,-1.7559084344907008,32.82907102108497
two_stage_BMPVS_OOF_times_measured_VS_DM,Ridge_alpha_1,6,2,1,26,0.5610093046494795,39.99938768809559,36.198011835298075,15.147622969245623,15.885018806324677,16.996858799874047,1.5391785841262107,-1.0388265731415782,33.56537139500804
direct_BMPDM_all_features,Ridge_alpha_1,6,2,1,26,0.5716418469670599,39.51201738486698,35.2562302721159,14.833923591614367,15.69146868268779,16.78976152399015,1.558163945616659,-1.8261299983314256,32.35788328828687
two_stage_BMPVS_OOF_times_measured_VS_DM,RF_fixed_selected_params,6,2,1,26,0.7172212437735531,32.103255524819375,26.349607692307682,10.620854640823739,12.74921560631225,13.64157135170412,1.9177556886740303,-9.336118461538463,26.91938999999995
direct_BMPDM_all_features,RF_fixed_selected_params,6,2,1,26,0.6637467335954526,35.00732620983958,28.186781538461524,11.676672292459553,13.90251369692706,14.875592226299467,1.7586661871472438,-6.173859999999976,23.592809999999957
two_stage_BMPVS_OOF_times_measured_VS_DM,GradientBoosting_fixed,6,2,1,26,0.6978592416224614,33.184122891988245,27.19483110407169,11.554097656206459,13.178462138496794,14.100862132963469,1.8552908904077885,-5.419976926658074,27.8186849483442
direct_BMPDM_all_features,GradientBoosting_fixed,6,2,1,26,0.7336340396307668,31.157675344351393,24.620197485565843,9.989990178442191,12.3736958841918,13.239767880693565,1.975956172187273,-9.651789954578815,20.387073855958008
two_stage_BMPVS_OOF_times_measured_VS_DM,ExtraTrees_fixed,6,2,1,26,0.6950977681841803,33.335424295669206,27.849813846153854,11.617271704357151,13.23854869936209,14.16515433200014,1.8468701751510859,-1.9540607692307317,24.370689999999996
direct_BMPDM_all_features,ExtraTrees_fixed,6,2,1,26,0.7342646257885977,31.120772654510457,25.60878923076925,10.561696305088095,12.359040661799442,13.22408689543817,1.9782992405477862,-2.3624576923077045,24.346985000000103
two_stage_BMPVS_OOF_times_measured_VS_DM,RF_nested_gridsearch,7,2,2,26,0.7171451718056607,35.38438649613141,28.85210276094242,11.576731028691702,13.47948978188604,12.970625979139388,1.9174977873677401,-6.127712267663682,24.701936079585863
direct_BMPDM_all_features,RF_nested_gridsearch,7,2,2,26,0.7176522680701783,35.352654070640355,26.904263513338524,10.34495570171164,13.467401486806855,12.958994028914663,1.9192189270464,-4.618889608418636,22.61942708982687
two_stage_BMPVS_OOF_times_measured_VS_DM,Mean_baseline,7,2,2,26,0.30503538039341294,55.4640041410935,42.89457197258188,17.0752553670723,21.128711025245362,20.33108170741393,1.2233066087528826,-15.144207159177446,36.44328217821784
direct_BMPDM_all_features,Mean_baseline,7,2,2,26,-0.03304158526818135,67.6221187680021,54.670568164508786,23.42968349058297,25.760278733741064,24.78780324628748,1.0033622733188066,-12.09373115003813,50.252346534653526
two_stage_BMPVS_OOF_times_measured_VS_DM,LinearRegression,7,2,2,26,0.5467406913358266,44.792287079609984,32.09717751443286,13.058986807237158,17.063378393261676,16.419219322154362,1.514758170153425,-11.121751848509557,18.230550238443016
direct_BMPDM_all_features,LinearRegression,7,2,2,26,0.4963246775850165,47.217741308691465,34.177687911844615,14.577693374935615,17.98734200362159,17.30830241077531,1.4369489292196984,-11.076611425618028,19.570864984492147
two_stage_BMPVS_OOF_times_measured_VS_DM,Ridge_alpha_1,7,2,2,26,0.5362378793461591,45.308272991981326,32.25980117790387,13.270089884082642,17.259940423075786,16.608360944847337,1.4975075926134935,-11.050442913852793,18.84416879687973
direct_BMPDM_all_features,Ridge_alpha_1,7,2,2,26,0.5095358971109659,46.59437443133001,33.930813162122824,14.394527098907417,17.749873778626966,17.07979884141362,1.4561732750311376,-10.931942733408867,19.310693016296426
two_stage_BMPVS_OOF_times_measured_VS_DM,RF_fixed_selected_params,7,2,2,26,0.6995189671886565,36.4702217192273,29.072266153846133,11.839816482540698,13.893132810461175,13.368653582508797,1.8604077413087488,-5.128467692307694,24.130130000000065
direct_BMPDM_all_features,RF_fixed_selected_params,7,2,2,26,0.7405749723272407,33.88720951571574,27.052874615384624,10.623206110687299,12.909148345801103,12.421815485005991,2.00221510662395,-1.8727684615384572,20.501320000000078
two_stage_BMPVS_OOF_times_measured_VS_DM,GradientBoosting_fixed,7,2,2,26,0.7170458356222562,35.390599296843014,29.816178929855855,12.581812204669058,13.481856514561144,12.972903365362317,1.9171611716603334,-0.5668756495896431,23.511960271760586
direct_BMPDM_all_features,GradientBoosting_fixed,7,2,2,26,0.7360603629270712,34.18079656656503,27.87574273077687,10.999319934024756,13.020988737677042,12.529433793699884,1.98501760137638,-1.9631828245859533,26.470454641695
two_stage_BMPVS_OOF_times_measured_VS_DM,ExtraTrees_fixed,7,2,2,26,0.6160667650142857,41.22472108769764,33.57581307692307,13.737831874788997,15.704333512281634,15.111479702532824,1.645844556943399,-6.063416153846139,28.035859999999857
direct_BMPDM_all_features,ExtraTrees_fixed,7,2,2,26,0.6272531186675243,40.61971586483474,31.741851923076972,13.012025653119386,15.47386005980395,14.88970684624666,1.670358380631498,-4.842968076923047,25.36752000000004
two_stage_BMPVS_OOF_times_measured_VS_DM,RF_nested_gridsearch,8,2,3,25,0.24402211739482305,45.659764029625116,32.26474057812409,15.540441308760764,17.763163455103747,20.72542260363905,1.1738425247740445,18.432070063395837,15.33188552380949
direct_BMPDM_all_features,RF_nested_gridsearch,8,2,3,25,0.2856534059087956,44.384732529615036,32.09383372769646,15.206848465522265,17.267133888888946,20.146673080239953,1.2075632685937718,16.628003540660597,15.779721129404777
two_stage_BMPVS_OOF_times_measured_VS_DM,Mean_baseline,8,2,3,25,0.18843665759294204,47.30862535310538,34.11154901960785,15.96967099211469,18.404625228422926,21.473857214946975,1.1329302487459418,4.114465098039224,20.49345098039214
direct_BMPDM_all_features,Mean_baseline,8,2,3,25,-0.009728008684368072,52.76929833941369,40.02181176470587,17.939320487516106,20.529008235915672,23.95251118407579,1.0156923509648046,-5.179538823529357,30.084058823529347
two_stage_BMPVS_OOF_times_measured_VS_DM,LinearRegression,8,2,3,25,0.0897736191351548,50.10185746268948,37.983236928216996,18.27473864687503,19.491285214190576,22.741733147543204,1.0697681763402855,19.44272366039173,28.01673474987723
direct_BMPDM_all_features,LinearRegression,8,2,3,25,0.10894491246235205,49.5714240276747,37.620041002675016,18.137547412684484,19.284929005207406,22.50096411736056,1.0812151101247351,19.62957171922845,27.068144158634368
two_stage_BMPVS_OOF_times_measured_VS_DM,Ridge_alpha_1,8,2,3,25,0.05417207086908671,51.07227277670817,38.93501488041781,18.637806307232598,19.868808975177725,23.18221434387683,1.0494416985015333,20.45645005407219,27.341021957328337
direct_BMPDM_all_features,Ridge_alpha_1,8,2,3,25,0.10483813865829095,49.685527296740716,37.798330731431776,18.198088079113614,19.329318963461812,22.55275673000559,1.0787320897093133,19.735606582505536,26.575333746846297
two_stage_BMPVS_OOF_times_measured_VS_DM,RF_fixed_selected_params,8,2,3,25,0.28803445842735564,44.31069942581613,31.42856319999999,15.099383830795144,17.23833255467672,20.11306871553286,1.2095808322514436,16.2656672,17.45730000000009
direct_BMPDM_all_features,RF_fixed_selected_params,8,2,3,25,0.345474821927114,42.485652896039916,31.631142400000016,14.84900033623231,16.528328889293103,19.28466188065795,1.261540520991218,16.545608000000033,17.19524000000007
two_stage_BMPVS_OOF_times_measured_VS_DM,GradientBoosting_fixed,8,2,3,25,0.2369983729610209,45.87138466986803,32.922766680410774,15.22829398979788,17.845490906920396,20.821479324340483,1.1684271812341707,16.225244841397988,15.27580773633477
direct_BMPDM_all_features,GradientBoosting_fixed,8,2,3,25,0.29383763740748114,44.129743298609974,31.824544397685795,14.700030914190185,17.167934616052246,20.030930923348212,1.2145407764202991,15.638463044875534,16.399801609906206
two_stage_BMPVS_OOF_times_measured_VS_DM,ExtraTrees_fixed,8,2,3,25,0.18117203493688516,47.51989267791394,32.81458119999992,15.500756452920092,18.48681522881062,21.56975356224646,1.1278933867212408,18.23433239999992,13.15416999999968
direct_BMPDM_all_features,ExtraTrees_fixed,8,2,3,25,0.17485881621124655,47.7027317148395,32.58796640000005,15.552474348546463,18.55794568180147,21.65274602594527,1.1235703022107857,17.817900000000108,18.476440000000082
two_stage_BMPVS_OOF_times_measured_VS_DM,RF_nested_gridsearch,9,2,4,25,0.44076185510247234,47.35510475591826,32.57851112385963,14.875359293235709,18.892130405207176,18.035780027543307,1.36479049833819,-0.29787411052951823,19.130051629629577
direct_BMPDM_all_features,RF_nested_gridsearch,9,2,4,25,0.40100277046919264,49.009561333248094,32.42218775254968,14.666315770283948,19.55216926627129,18.665900371435352,1.318718128881558,0.37929578052170426,19.799117499999966
two_stage_BMPVS_OOF_times_measured_VS_DM,Mean_baseline,9,2,4,25,0.1827982269692343,57.24440670255457,43.21274823529412,19.15346846841539,22.83742802317883,21.802243547259152,1.12901505564565,-1.3090886274509728,33.839588235294116
direct_BMPDM_all_features,Mean_baseline,9,2,4,25,-0.0019174865910613903,63.38469234467063,51.725963529411764,23.51432788791098,25.28707052051868,24.140847626339923,1.0196436178509105,2.772902352941202,46.5856176470588
two_stage_BMPVS_OOF_times_measured_VS_DM,LinearRegression,9,2,4,25,0.24865378532323512,54.88939700947657,42.50251618262853,18.73608981422638,21.89790628721231,20.905308844949598,1.1774550375827346,-5.944006280925141,34.40726219669074
direct_BMPDM_all_features,LinearRegression,9,2,4,25,0.2506072015089984,54.81799742271529,42.0868555717804,18.490540183118462,21.8694217064913,20.878115425200633,1.1789886544068793,-4.9328421182288595,37.37327668188303
two_stage_BMPVS_OOF_times_measured_VS_DM,Ridge_alpha_1,9,2,4,25,0.22714419127952812,55.66954172244935,42.53308175001842,18.55772956333565,22.209141912777532,21.202436652085733,1.1609543570685477,-6.101779723886182,35.409371533749265
direct_BMPDM_all_features,Ridge_alpha_1,9,2,4,25,0.24347150198592304,55.07836688492698,41.95229040295875,18.334119321544144,21.973295066269312,20.977280369941948,1.1734152748885114,-4.985675631061136,34.59581421502671
two_stage_BMPVS_OOF_times_measured_VS_DM,RF_fixed_selected_params,9,2,4,25,0.43060795884268144,47.78307610515524,33.982880800000004,15.260441871294105,19.06286787017851,18.19877823339068,1.3525666886003196,-1.0303016000000036,22.392679999999956
direct_BMPDM_all_features,RF_fixed_selected_params,9,2,4,25,0.4018763252896622,48.97381145254935,32.23366399999999,14.502346554945728,19.537906993774744,18.65228458518344,1.3196807661438927,0.7292512000000022,16.99649999999997
two_stage_BMPVS_OOF_times_measured_VS_DM,GradientBoosting_fixed,9,2,4,25,0.5211308716883183,43.82044952742033,31.517806994997088,14.40843961370276,17.481993781955705,16.68956266612089,1.4748775449746412,1.2605126112875666,18.38261159283047
direct_BMPDM_all_features,GradientBoosting_fixed,9,2,4,25,0.44613955678481354,47.12686853448754,32.17521179827264,14.3107149513349,18.801076473837256,17.948853426804924,1.3714002018061235,-2.015368787570557,23.883730386985064
two_stage_BMPVS_OOF_times_measured_VS_DM,ExtraTrees_fixed,9,2,4,25,0.4982344359897698,44.85582355272629,30.31403559999999,13.39626052377907,17.895052124980488,17.08389772805139,1.4408340300054248,-4.303102000000052,17.852659999999673
direct_BMPDM_all_features,ExtraTrees_fixed,9,2,4,25,0.4436766885266288,47.23153255784815,31.86827239999998,14.217229961864547,18.842831769032014,17.988716020539204,1.3683612095273368,-1.8533947999999827,20.32755000000003
two_stage_BMPVS_OOF_times_measured_VS_DM,RF_nested_gridsearch,10,2,5,25,0.6440206459680153,52.24876378104456,40.76777280000001,28.46982002958652,21.583516504012422,13.839852242783124,1.710613827088155,3.0421055999999846,41.77535999999998
direct_BMPDM_all_features,RF_nested_gridsearch,10,2,5,25,0.5089224455822232,61.367531789860024,45.80135233019672,40.35341214941319,25.350401413276668,16.255266364485443,1.4564290784607663,6.342944375291991,36.236826102453165
two_stage_BMPVS_OOF_times_measured_VS_DM,Mean_baseline,10,2,5,25,0.4365681064446746,65.733132281163,52.963322352941184,37.08112705188163,27.153793559525813,17.411643307753412,1.3597017922380419,4.755590588235343,47.774117647058745
direct_BMPDM_all_features,Mean_baseline,10,2,5,25,-0.023624434625703294,88.6000437200619,69.00551450980393,61.48535679400305,36.59991868710865,23.46871820601125,1.008774420636992,13.459977254902004,62.84686274509801
two_stage_BMPVS_OOF_times_measured_VS_DM,LinearRegression,10,2,5,25,0.5727801467585931,57.2386427698052,45.64651859425427,30.551423345405453,23.644792746992408,15.161590460422438,1.5614880690229507,4.33112672596468,42.05190323677601
direct_BMPDM_all_features,LinearRegression,10,2,5,25,0.5491954004667696,58.79735412470197,47.276222227917714,31.169523155781793,24.288683048290043,15.574467881433224,1.5200931930127162,3.8974969354945825,43.805212911775044
two_stage_BMPVS_OOF_times_measured_VS_DM,Ridge_alpha_1,10,2,5,25,0.5564477695850462,58.32248200542146,46.74158458853143,32.90197627468197,24.092517445851342,15.448681939538005,1.532470064696653,5.00619031784042,40.045325262805875
direct_BMPDM_all_features,Ridge_alpha_1,10,2,5,25,0.5298030094130584,60.04868989192983,48.313456875241535,34.22493626508321,24.805599128777715,15.905926482006397,1.48841644893454,4.881904334416061,46.63332778112175
two_stage_BMPVS_OOF_times_measured_VS_DM,RF_fixed_selected_params,10,2,5,25,0.6440206459680153,52.24876378104456,40.76777280000001,28.46982002958652,21.583516504012422,13.839852242783124,1.710613827088155,3.0421055999999846,41.77535999999998
direct_BMPDM_all_features,RF_fixed_selected_params,10,2,5,25,0.49442648552446955,62.26668876290229,46.45907119999999,40.99995189195848,25.721835452341846,16.49343850004299,1.4353976347200201,7.816432799999996,36.432219999999944
two_stage_BMPVS_OOF_times_measured_VS_DM,GradientBoosting_fixed,10,2,5,25,0.736396487023937,44.96133634693448,36.04228319379575,25.68429719227863,18.573142690097026,11.909530611811297,1.9878736940213628,1.2199947870984595,27.941475016971935
direct_BMPDM_all_features,GradientBoosting_fixed,10,2,5,25,0.5319748987404608,59.90984376462012,44.12531919242767,39.4634971826328,24.748242983609078,15.869148389140856,1.4918659798759089,6.915299010897351,30.566762848767922
two_stage_BMPVS_OOF_times_measured_VS_DM,ExtraTrees_fixed,10,2,5,25,0.7004787348302521,47.926690974168295,37.53449280000001,27.16134912625887,19.798105271132684,12.695005078926979,1.8648785458668657,3.0547079999999713,25.55699999999996
direct_BMPDM_all_features,ExtraTrees_fixed,10,2,5,25,0.558796864632336,58.167836256700404,44.25573040000001,36.58856492715319,24.028634612493143,15.407718782567573,1.5365443090866586,3.358053599999979,35.90995000000004
two_stage_BMPVS_OOF_times_measured_VS_DM,RF_nested_gridsearch,11,3,1,26,0.6358905947198532,31.32261317769071,25.434762260120813,9.9194161865738,11.573172446516747,14.196381936788182,1.6900545437986825,-9.28541860864084,21.148917482568265
direct_BMPDM_all_features,RF_nested_gridsearch,11,3,1,26,0.6059168347275805,32.58636966207313,26.265473947593538,9.867017691056953,12.040108957886066,14.769155658623237,1.6245112687780405,-14.268041345687749,19.92347533388046
two_stage_BMPVS_OOF_times_measured_VS_DM,Mean_baseline,11,3,1,26,0.31400802663603655,42.99337666266508,36.3631816450876,14.518659924389912,15.885320913437129,19.485934726867125,1.231280928222008,-15.92702246763139,30.85443564356433
direct_BMPDM_all_features,Mean_baseline,11,3,1,26,-0.18510230724443932,56.50930425943851,47.34177608530085,18.998410189661787,20.879226114281103,25.611773248233995,0.9367824541170642,-22.33304569687739,43.592084158415844
two_stage_BMPVS_OOF_times_measured_VS_DM,LinearRegression,11,3,1,26,0.5522487506929095,34.734451213423874,28.576244459007494,11.609778542454224,12.833788529955415,15.742732989523056,1.5240466705328588,-8.711679671371188,22.46021725612134
direct_BMPDM_all_features,LinearRegression,11,3,1,26,0.5408309067504924,35.17453480549979,29.110371334824492,11.736848952323053,12.996391926839449,15.942192553186574,1.5049786732738142,-10.31615580267541,23.569880186288202
two_stage_BMPVS_OOF_times_measured_VS_DM,Ridge_alpha_1,11,3,1,26,0.5136581301652298,36.20035825962816,29.611888965166806,11.87329333268119,13.375416233239429,16.40712762970484,1.462331514648066,-10.780619025282117,24.149976852479313
direct_BMPDM_all_features,Ridge_alpha_1,11,3,1,26,0.5298716854198819,35.59182379542162,29.386373663293433,11.780911118657121,13.150573106200236,16.131320894597316,1.4873338615318235,-11.07000491125365,22.494811981630107
two_stage_BMPVS_OOF_times_measured_VS_DM,RF_fixed_selected_params,11,3,1,26,0.6406569033828441,31.11692631730268,24.707185384615357,9.637025508925237,11.497174652470983,14.103158258007545,1.7012260203595013,-10.446091538461495,21.25359999999992
direct_BMPDM_all_features,RF_fixed_selected_params,11,3,1,26,0.6295308413071946,31.59497878177746,25.845636153846126,9.958725992386935,11.67380690146193,14.319826494881871,1.6754853703252452,-11.99360999999999,23.105549999999937
two_stage_BMPVS_OOF_times_measured_VS_DM,GradientBoosting_fixed,11,3,1,26,0.5544163764978436,34.650272064820484,27.404408925046717,10.48433308873909,12.802685767307187,15.704580382717614,1.52774917973444,-10.328571965928493,19.742057619075126
direct_BMPDM_all_features,GradientBoosting_fixed,11,3,1,26,0.5600146262439178,34.43191347685494,28.496441714545725,10.968874935267817,12.722005985599091,15.605613483105785,1.537437783124913,-11.336786928410179,23.395919151427393
two_stage_BMPVS_OOF_times_measured_VS_DM,ExtraTrees_fixed,11,3,1,26,0.5998742016090668,32.83524910025135,26.58181384615388,10.027449523273404,12.13206567427141,14.881955556273788,1.6121980546874988,-10.687643846153893,24.27902499999996
direct_BMPDM_all_features,ExtraTrees_fixed,11,3,1,26,0.6445244295461567,30.94902119419209,23.024279999999923,8.703587255526877,11.435136567289875,14.027058436983697,1.7104555388827238,-10.489665384615334,19.919444999999882
two_stage_BMPVS_OOF_times_measured_VS_DM,RF_nested_gridsearch,12,3,2,26,0.484855716095683,51.84246364870022,39.194961661585545,16.28223777155712,19.273773917213045,16.68489247339209,1.4208630716193804,-15.223671103803156,27.135275975468943
direct_BMPDM_all_features,RF_nested_gridsearch,12,3,2,26,0.43449438872969726,54.317484426671534,40.64637181744136,17.31874759768826,20.19392677179715,17.481449053528646,1.3561202790908051,-13.850822642698713,27.36608436174214
two_stage_BMPVS_OOF_times_measured_VS_DM,Mean_baseline,12,3,2,26,0.15257659978716231,66.49230913040378,51.34742955064738,20.9715137423288,24.72023208806309,21.399774433292176,1.107812965191888,-19.39477608530083,42.896128712871246
