scenario_id,model,outer_id,repeat,fold,n,R2,RMSE,MAE,MAPE_pct,nRMSE_mean_pct,nRMSE_range_pct,RPD,bias_pred_minus_obs,median_abs_error
A_BMP_VS_all_features,ExtraTrees_fixed,26,6,1,26.0,0.08524666607412246,43.30722194170035,31.851307692307692,12.184556865121293,15.466227634633315,22.208831764974537,1.066263810140562,1.2044615384614958,20.343000000000075
A_BMP_VS_all_features,ExtraTrees_fixed,27,6,2,26.0,0.4929033829077326,49.90630560244484,34.845499999999944,11.672174530661376,17.118483695874165,17.634736961994644,1.4320933002492373,-12.570115384615406,26.734499999999997
A_BMP_VS_all_features,ExtraTrees_fixed,28,6,3,25.0,0.47777067892971914,43.936208162289134,36.14336000000003,14.135304574601692,15.608111007719161,18.37566213395614,1.4123221079699901,-9.611520000000096,31.112000000000194
A_BMP_VS_all_features,ExtraTrees_fixed,29,6,4,25.0,0.37599014138447096,52.338388704659245,39.38004000000003,22.901066586829735,19.780192254217404,15.850511418733873,1.2920182790052488,17.880120000000005,26.061999999999784
A_BMP_VS_all_features,ExtraTrees_fixed,30,6,5,25.0,0.47742835764195746,52.70851898090097,41.97195999999999,17.785938823216355,18.57424939067313,17.53443745206286,1.4118594468859573,10.098439999999973,35.60800000000009
A_BMP_VS_all_features,ExtraTrees_fixed,31,7,1,26.0,0.5663733758934661,38.37634404261207,32.88923076923083,12.695792939186815,13.774710711633906,19.33317080232346,1.548669338177125,-2.838615384615473,29.040500000000037
A_BMP_VS_all_features,ExtraTrees_fixed,32,7,2,26.0,0.16965575975321368,51.986749474856964,33.523423076923144,12.450972767046713,18.09396651155633,21.715434200023793,1.1191481493954472,-10.819423076923075,16.885000000000034
A_BMP_VS_all_features,ExtraTrees_fixed,33,7,3,25.0,0.34819753736197046,48.02133918915631,36.498000000000005,14.49959201897478,17.465607747339973,19.216222164528336,1.264172634653588,12.515280000000002,27.341999999999757
A_BMP_VS_all_features,ExtraTrees_fixed,34,7,4,25.0,0.0967914378292214,56.28261731156438,38.39728000000003,11.669711594411512,18.79897168647271,21.589036176280928,1.0739161178193002,-20.916080000000047,27.881
A_BMP_VS_all_features,ExtraTrees_fixed,35,7,5,25.0,0.4403131816049648,59.22374461717193,47.551439999999985,28.283153307272336,22.657754345014204,17.271433250852127,1.364243345826151,22.849999999999955,46.849999999999795
A_BMP_VS_all_features,ExtraTrees_fixed,36,8,1,26.0,0.15533759523161805,57.106726684475476,46.91423076923074,16.4382785817293,19.548601026902986,19.698767397197475,1.1096220732455788,-0.17130769230764015,36.228999999999914
A_BMP_VS_all_features,ExtraTrees_fixed,37,8,2,26.0,0.19989217141075177,55.47259804658928,40.281807692307694,16.139140557174038,19.74357023464869,22.706753191399624,1.1400985931736964,5.00380769230769,25.105499999999864
A_BMP_VS_all_features,ExtraTrees_fixed,38,8,3,25.0,0.6185178825045882,40.30974608205817,27.538240000000055,10.707083303104284,14.282688493720737,15.176862229690574,1.6524460571513238,3.5335999999999625,18.404999999999973
A_BMP_VS_all_features,ExtraTrees_fixed,39,8,4,25.0,0.5421853327486488,36.00369223010329,26.76788000000001,11.086609645596102,13.363605810383678,16.3430287018172,1.5084104495798523,-2.6665200000000846,21.591000000000037
